LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2013,7.0079999,
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2014,6.283,
NOR,WAGEGAP,TOT,PC_MENWAGE,A,2015,7.125,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1991,20.149,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1992,17.247999,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1993,20.028999,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1994,18.854,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1995,20.105,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1996,20.466,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1997,18.569,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1998,19.108,
POL,WAGEGAP,TOT,PC_MENWAGE,A,1999,17.559,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2001,14.3,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2002,11.316,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2004,10.639,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2006,11.44,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2008,12.994,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2010,7.1900001,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2012,10.62,
POL,WAGEGAP,TOT,PC_MENWAGE,A,2014,11.073,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2004,13.03,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2005,15.966,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2006,14.355,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2007,15.278,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2008,15.635,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2009,13.793,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2010,13.451,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2011,15.248,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2012,16.315001,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2013,16.667,
PRT,WAGEGAP,TOT,PC_MENWAGE,A,2014,18.879999,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2002,20.355,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2003,20.690001,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2004,20.884001,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2005,20.099001,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2006,17.802999,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2007,17.521999,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2008,16.445,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2009,16.433001,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2010,14.851,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2011,15.45,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2012,15.965,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2013,14.109,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2014,14.35,
SVK,WAGEGAP,TOT,PC_MENWAGE,A,2015,13.377,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2004,12.571,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2005,12.5,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2006,10.372,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2007,8.8889999,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2008,11.798,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2009,7.303,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2010,6.585,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2011,8.2659998,
ESP,WAGEGAP,TOT,PC_MENWAGE,A,2012,8.6479998,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1975,18.27,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1978,16.554001,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1980,12.765,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1981,15.203,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1982,13.591,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1983,14.533,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1984,15.864,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1985,16.681,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1986,15.08,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1987,14.661,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1988,17.523001,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1989,19.573,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1990,19.037001,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1991,19.278,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1992,19.042,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1993,18.747999,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1994,17.231001,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1995,18.775999,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1996,16.385,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1997,16.726,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1998,16.958,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,1999,16.846001,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2000,15.496,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2001,16.591,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2002,15.858,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2003,16.004999,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2004,15.321,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2005,14.444,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2006,14.589,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2007,16.364,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2008,15.389,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2009,14.917,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2010,14.321,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2011,15.935,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2012,15.136,
SWE,WAGEGAP,TOT,PC_MENWAGE,A,2013,13.42,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,1996,25.472,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,1998,24.122,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2000,23.787001,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2002,22.802,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2004,22.011999,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2006,21.318001,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2008,21.308001,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2010,20.054001,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2012,19.344,
CHE,WAGEGAP,TOT,PC_MENWAGE,A,2014,16.941,
TUR,WAGEGAP,TOT,PC_MENWAGE,A,2006,3.207,
TUR,WAGEGAP,TOT,PC_MENWAGE,A,2010,3.326,
TUR,WAGEGAP,TOT,PC_MENWAGE,A,2014,6.8829999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1970,47.577999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1971,45.527,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1972,45.678001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1973,46.379002,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1974,44.422001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1975,39.855,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1976,36.549999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1977,35.787998,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1978,37.474998,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1979,38.294998,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1980,36.688999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1981,35.426998,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1982,35.66,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1983,34.567001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1984,35.082001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1985,35.119999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1986,34.938999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1987,34.513,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1988,34.046001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1989,33.730999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1990,32.744999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1991,31.075001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1992,29.947001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1993,28.719,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1994,28.08,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1995,28.193001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1996,27.218,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1997,26.919001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1998,27.035,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1999,26.09,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2000,26.280001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2001,25.639999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.379,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2003,24.124001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2004,23.358999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2005,22.063999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2006,21.718,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2007,21.635,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2008,21.858,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2009,20.686001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2010,19.231001,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2011,18.246,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2012,17.784,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2013,17.482,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2014,17.382999,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2015,16.924999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1973,38.110001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1974,39.101002,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1975,37.630001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1976,37.756001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1977,38.224998,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1978,38.972,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1979,37.641998,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1980,36.551998,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1981,35.174,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1982,34.723999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1983,34.285999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1984,33.431999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1985,32.978001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1986,32.189999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1987,31.021999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1988,30.069,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1989,29.364,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1990,28.455,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1991,26.570999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1992,25.058001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1993,23.875999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1994,23.885,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1995,24.58,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1996,23.823999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1997,23.785999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1998,23.746,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1999,23.462999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2000,23.089001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2001,23.582001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2002,22.091,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2003,20.576,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2004,19.635,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2005,18.975,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2006,19.246,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2007,19.843,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2008,20.049999,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2009,19.780001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2010,18.811001,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2011,17.788,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2012,19.087,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2013,17.907,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2014,17.451,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2015,18.882999,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2006,3.9579999,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2009,9.0909996,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2011,16,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2013,16.667,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2015,21.052999,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.046,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2006,29.688,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2010,27.798,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2014,28.339001,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2001,28.103001,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.52,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2003,24.615,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2004,25.462,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2005,22.351999,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2006,22.016001,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2007,21.160999,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2008,22.025999,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2009,20.268999,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2010,20.700001,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2011,21.827,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2002,9.3050003,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2006,7.1290002,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2010,0.99199998,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2014,4.9959998,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2005,16.667,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2006,18.605,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2007,12.5,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2008,22.222,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2009,16.667,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2010,11.628,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2011,10,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2012,13.556,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2013,15.433,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2014,18.299999,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2015,16.667,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2002,19.231001,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2006,10.992,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2010,19.056,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2014,21.122999,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2002,13.079,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2006,14.234,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2010,6.9569998,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2014,12.435,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,51.79602268,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,49.96607774,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,49.89719336,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,47.26453792,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,48.46805041,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,48.60410006,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,46.53011464,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,45.36215822,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,44.05811876,
AUT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,45.36815983,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,42.5675895,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,44.53977625,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,46.87301087,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,45.03698723,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,41.82096185,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,35.68278956,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,32.34275215,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,30.24335563,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,32.93944622,
BEL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,33.49684085,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,32.65165,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,33.70625,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,35.94587,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,36.8143,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,38.01716,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,38.73388,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,37.17995,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,38.96919,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,36.63381857,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,36.61844755,
CAN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2013,35.29755132,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,32.0464184,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,30.81534391,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,28.94941412,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,29.35613378,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,29.20800835,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,29.65451098,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,29.79796172,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,31.07323228,
CZE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,32.30413537,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,9.217214746,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,6.21395134,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,12.36758434,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,12.00833273,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,17.15911081,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,11.08508809,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,16.1093247,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,17.46692327,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,23.65456024,
DNK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,16.03725497,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,32.75015913,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,35.39674059,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,41.99132206,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,39.51994018,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,39.91036211,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,36.90219653,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,35.94008888,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,33.25018945,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,34.80308234,
FIN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,35.87558032,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,37.42921105,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,33.92563555,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,31.85082266,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,32.9347973,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,36.22705511,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,35.96268102,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,31.63295636,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,29.94970791,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,30.44014333,
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,31.38424186,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,45.44560375,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,44.65533505,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,43.40025806,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,40.48329219,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,39.66353099,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,39.00601796,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,42.64869735,
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,42.9726328,
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,39.18744992,
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,38.11276571,
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,42.14682459,
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,44.00846537,
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,46.31139812,
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,42.38516592,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,29.2865498,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,26.68619931,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,26.58702432,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,23.90536345,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,27.65795042,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,32.13243586,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,34.46657189,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,32.55421026,
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,31.38773253,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,44.34154194,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,40.79682408,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,34.34326261,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,28.2817486,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,24.90111679,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,20.50067541,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,15.90236775,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,11.35181234,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,17.47072312,
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,19.39022618,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,25.48211955,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,28.41180614,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,28.56875109,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,33.64665563,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,29.9994706,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,26.54109015,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,19.36637809,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,21.43105037,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,23.74649501,
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,25.63796371,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,48.01537345,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,48.11110317,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,46.70810708,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,49.46836166,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,52.69918598,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,55.529672,
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,55.41043169,
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,46.46174867,
